Time Stamp,ID,Extended,Dir,Bus,DLC,D0,D1,D2,D3,D4,D5,D6,D7
12711,B6,FALSE,Rx,0,5,0D,0D,80,0,C8,,,
12715,A8,FALSE,Rx,0,8,27,B2,FC,B1,FC,0F,0F,2
12715,AA,FALSE,Rx,0,8,12,52,FB,12,D0,16,4,1C
12717,B4,FALSE,Rx,0,8,CB,1,0,8A,7C,1D,F1,0
12719,B5,FALSE,Rx,0,8,EE,7,80,0,8,30,5,74
12721,C4,FALSE,Rx,0,7,34,0,FC,B5,FF,FF,F1,
12723,D5,FALSE,Rx,0,6,2C,1,64,FF,FF,F0,,
12725,130,FALSE,Rx,0,5,45,42,21,8F,AA,,,
12727,A8,FALSE,Rx,0,8,8,A3,FC,A1,FC,0F,0F,2
12729,AC,FALSE,Rx,0,8,EE,F1,FF,FF,59,7C,FA,7F
12731,C4,FALSE,Rx,0,7,34,0,FC,B5,FF,FF,F1,
12733,1B4,FALSE,Rx,0,8,9D,D1,E0,F0,0,30,FC,24
12735,BA,FALSE,Rx,0,8,48,24,30,78,27,52,8B,CF
12738,A8,FALSE,Rx,0,8,9,A4,FC,A1,FC,0F,0F,2
12740,C4,FALSE,Rx,0,7,34,0,FC,0,0,FF,F1,
12742,150,FALSE,Rx,0,8,5E,2,C9,0,14,49,1,E2
12744,B5,FALSE,Rx,0,8,F0,9,80,0,8,30,5,74
12746,153,FALSE,Rx,0,7,70,2,E5,7,7F,E5,C7,
12748,A8,FALSE,Rx,0,8,0A,A5,FC,A1,FC,0F,0F,2
12750,B6,FALSE,Rx,0,5,FF,0,80,0,C8,,,
12754,B5,FALSE,Rx,0,8,F1,0A,80,0,8,30,5,74
12755,BA,FALSE,Rx,0,8,48,24,30,6C,27,47,8C,CF
12757,1A2,FALSE,Rx,0,8,84,2D,0,CF,BD,0C,C0,AF
12759,AA,FALSE,Rx,0,8,0E,46,FB,14,D6,16,4,1C
12761,C4,FALSE,Rx,0,7,34,0,FC,0,0,FF,F1,
12763,D5,FALSE,Rx,0,6,2E,3,64,FF,FF,F0,,
12765,153,FALSE,Rx,0,7,6F,3,E4,7,7F,E4,C7,
12767,A8,FALSE,Rx,0,8,EB,97,FC,91,FC,0F,0F,2
12769,AC,FALSE,Rx,0,8,ED,F3,FF,FF,56,7C,FA,7F
12772,CE,FALSE,Rx,0,8,53,2,4E,2,4D,2,4D,2
12774,BA,FALSE,Rx,0,8,48,24,30,57,27,33,8D,CF
12776,1A2,FALSE,Rx,0,8,5F,2D,0,DF,BA,0C,C0,97
12778,A8,FALSE,Rx,0,8,EC,98,FC,91,FC,0F,0F,2
12780,C4,FALSE,Rx,0,7,34,0,FC,0,0,FF,F1,
12782,150,FALSE,Rx,0,8,60,4,C9,0,14,49,1,E2
12784,153,FALSE,Rx,0,7,70,4,E4,7,7F,E4,C7,
12786,BF,FALSE,Rx,0,5,66,84,D3,7C,D1,,,
12788,A9,FALSE,Rx,0,8,1B,4,B2,3F,15,C9,9F,FC
12790,159,FALSE,Rx,0,8,6B,F7,FF,FF,FF,FF,38,E0
12792,492,FALSE,Rx,0,8,18,42,FF,FF,FF,FF,FF,FF
12795,B5,FALSE,Rx,0,8,F4,0D,80,0,8,30,5,74
12798,A8,FALSE,Rx,0,8,EE,9A,FC,91,FC,0F,0F,2
12800,2F3,FALSE,Rx,0,3,9,FC,FB,,,,,
12801,150,FALSE,Rx,0,8,60,5,C9,0,14,48,1,E2
12803,B5,FALSE,Rx,0,8,F5,0E,80,0,8,30,5,74
12805,BF,FALSE,Rx,0,5,6A,85,D6,7C,D1,,,
12807,153,FALSE,Rx,0,7,81,5,E4,17,7F,E4,C7,
12809,B6,FALSE,Rx,0,5,3,3,80,0,C8,,,
12811,C4,FALSE,Rx,0,7,34,0,FC,0,0,FF,F1,
12813,BA,FALSE,Rx,0,8,48,24,30,20,27,EE,80,CF
12815,A8,FALSE,Rx,0,8,F0,9C,FC,91,FC,0F,0F,2
12817,AA,FALSE,Rx,0,8,DC,6C,FB,17,7C,16,4,1C
12819,B4,FALSE,Rx,0,8,1D,6,0,87,7C,6C,F1,0
12821,150,FALSE,Rx,0,8,62,6,C9,0,14,49,1,E2
12824,130,FALSE,Rx,0,5,45,42,21,8F,BB,,,
12825,153,FALSE,Rx,0,7,70,6,E3,7,7F,E3,C7,
12827,A8,FALSE,Rx,0,8,B1,7D,FC,71,FC,0F,0F,2
12829,B6,FALSE,Rx,0,5,4,4,80,0,C8,,,
12831,19E,FALSE,Rx,0,8,0,E0,CF,FC,FF,0,0,4D
12833,1B4,FALSE,Rx,0,8,9F,D1,E0,F1,0,30,FC,27
12835,A8,FALSE,Rx,0,8,92,6E,FC,61,FC,0F,0F,2
12838,AA,FALSE,Rx,0,8,E0,7E,FB,17,6E,16,4,1C
12841,C4,FALSE,Rx,0,7,34,0,FC,0,0,FF,F1,
12843,150,FALSE,Rx,0,8,63,7,C9,0,14,49,1,E2
12845,B5,FALSE,Rx,0,8,E9,2,80,0,8,30,5,74
12847,153,FALSE,Rx,0,7,81,7,E3,17,7F,E3,C7,
12849,A8,FALSE,Rx,0,8,C4,80,FC,81,FC,0F,0F,2
12851,B6,FALSE,Rx,0,5,5,5,80,0,C8,,,
12853,C8,FALSE,Rx,0,6,34,0,C0,0,0,9C,,
12855,B5,FALSE,Rx,0,8,EA,3,80,0,8,30,5,74
12857,AA,FALSE,Rx,0,8,DF,71,FB,17,7A,16,4,1C
12859,A8,FALSE,Rx,0,8,C5,81,FC,81,FC,0F,0F,2
12861,C4,FALSE,Rx,0,7,34,0,FC,0,0,FF,F1,
12863,D5,FALSE,Rx,0,6,33,8,64,FF,FF,F0,,
12865,153,FALSE,Rx,0,7,92,8,E3,27,7F,E3,C7,
12867,A8,FALSE,Rx,0,8,C6,82,FC,81,FC,0F,0F,2
12869,AC,FALSE,Rx,0,8,FE,F8,FF,FF,5D,7C,FF,7F
12871,CE,FALSE,Rx,0,8,4E,2,4A,2,4B,2,4D,2
12874,A8,FALSE,Rx,0,8,C6,83,FC,80,FC,0F,0F,2
12876,AA,FALSE,Rx,0,8,ED,73,FB,19,84,16,4,1C
12878,B4,FALSE,Rx,0,8,3E,9,0,83,7C,8E,F1,0
12881,C4,FALSE,Rx,0,7,34,0,FC,0,0,FF,F1,
12883,150,FALSE,Rx,0,8,62,9,C8,0,14,47,1,E2
12885,193,FALSE,Rx,0,8,78,28,FC,1,F8,5C,0,0
12887,153,FALSE,Rx,0,7,B1,9,E2,47,7F,E2,C7,
12889,A9,FALSE,Rx,0,8,30,9,B2,4F,15,C9,9F,FC
12891,159,FALSE,Rx,0,8,6C,F8,FF,FF,FF,FF,38,E0
12893,B5,FALSE,Rx,0,8,ED,6,80,0,8,30,5,74
12896,A8,FALSE,Rx,0,8,E9,95,FC,91,FC,0F,0F,2
12898,AA,FALSE,Rx,0,8,ED,75,FB,19,82,16,4,1C
12900,C4,FALSE,Rx,0,7,32,0,FC,F5,FF,FF,F1,
12902,150,FALSE,Rx,0,8,63,0A,C8,0,14,47,1,E2
12904,B5,FALSE,Rx,0,8,EE,7,80,0,8,30,5,74
12906,153,FALSE,Rx,0,7,A2,0A,E2,37,7F,E2,C7,
12908,A8,FALSE,Rx,0,8,2B,B6,FC,B1,FC,0F,0F,2
12910,B6,FALSE,Rx,0,5,8,8,80,0,C8,,,
12914,A8,FALSE,Rx,0,8,2C,B7,FC,B1,FC,0F,0F,2
12915,AA,FALSE,Rx,0,8,0C,87,FB,19,8E,16,4,1C
12916,B4,FALSE,Rx,0,8,47,0B,0,8A,7C,8E,F1,0
12919,B5,FALSE,Rx,0,8,EF,8,80,0,8,30,5,74
12921,D5,FALSE,Rx,0,6,36,0B,64,FF,FF,F0,,
12923,150,FALSE,Rx,0,8,64,0B,C8,0,14,47,1,E2
12926,130,FALSE,Rx,0,5,45,42,21,8F,CC,,,
12927,BF,FALSE,Rx,0,5,88,8B,EE,7C,D1,,,
12929,B6,FALSE,Rx,0,5,9,9,80,0,C8,,,
12931,C4,FALSE,Rx,0,7,2F,0,FC,8F,FF,FF,F1,
12933,1B4,FALSE,Rx,0,8,9F,D1,E0,F2,0,30,FC,28
12935,A8,FALSE,Rx,0,8,2E,B9,FC,B1,FC,0F,0F,2
12937,AA,FALSE,Rx,0,8,FF,89,FB,1B,7E,16,4,1C
12939,B4,FALSE,Rx,0,8,6A,0C,0,89,7C,B1,F1,0
12941,150,FALSE,Rx,0,8,65,0C,C8,0,14,47,1,E2
12943,D5,FALSE,Rx,0,6,37,0C,64,FF,FF,F0,,
12945,153,FALSE,Rx,0,7,A2,0C,E1,37,7F,E1,C7,
12947,A8,FALSE,Rx,0,8,2F,BA,FC,B1,FC,0F,0F,2
12949,B6,FALSE,Rx,0,5,0A,0A,80,0,C8,,,
12951,E1,FALSE,Rx,0,6,58,FA,FF,FE,7C,0,,
12953,B5,FALSE,Rx,0,8,F2,0B,80,0,8,30,5,74
12955,A8,FALSE,Rx,0,8,2F,BB,FC,B0,FC,0F,0F,2
12957,AA,FALSE,Rx,0,8,F1,8B,FB,1B,6E,16,4,1C
12959,C4,FALSE,Rx,0,7,2F,0,FC,0,0,FF,F1,
12961,150,FALSE,Rx,0,8,66,0D,C8,0,14,47,1,E2
12964,153,FALSE,Rx,0,7,B3,0D,E1,47,7F,E1,C7,
12966,BF,FALSE,Rx,0,5,8E,8D,F2,7C,D1,,,
12968,A8,FALSE,Rx,0,8,EF,9C,FC,90,FC,0F,0F,2
12970,B6,FALSE,Rx,0,5,0B,0B,80,0,C8,,,
12972,1A0,FALSE,Rx,0,8,6E,91,F4,CF,FF,0B,B0,22
12974,1D2,FALSE,Rx,0,6,78,0F,FF,3C,F0,FF,,
12976,A8,FALSE,Rx,0,8,F1,9D,FC,91,FC,0F,0F,2
12978,AA,FALSE,Rx,0,8,F5,8D,FB,1D,6E,16,4,1C
12980,C4,FALSE,Rx,0,7,2F,0,FC,0,0,FF,F1,
12982,BA,FALSE,Rx,0,8,48,24,30,D5,26,AC,89,CF
12984,153,FALSE,Rx,0,7,B2,0E,E0,47,7F,E0,C7,
12986,BF,FALSE,Rx,0,5,95,8E,F8,7C,D1,,,
12988,A8,FALSE,Rx,0,8,F2,9E,FC,91,FC,0F,0F,2
12990,15C,FALSE,Rx,0,8,F8,F9,FF,FF,FF,FF,A8,F8
12992,2B2,FALSE,Rx,0,8,0,0,0,0,40,0,0,4
12995,B5,FALSE,Rx,0,8,F5,0E,80,0,8,30,5,74
12997,3EF,FALSE,Rx,0,2,1F,23,,,,,,
12998,A8,FALSE,Rx,0,8,E4,90,FC,91,FC,0F,0F,2
13000,BA,FALSE,Rx,0,8,48,24,30,D4,26,AC,8A,CF
13002,150,FALSE,Rx,0,8,59,0,C8,0,14,47,1,E2
13004,B5,FALSE,Rx,0,8,E7,0,80,0,8,30,5,74
13006,BF,FALSE,Rx,0,5,89,80,FA,7C,D1,,,
13009,AA,FALSE,Rx,0,8,E7,91,FB,1D,5C,16,4,1C
13011,C4,FALSE,Rx,0,7,2F,0,FC,0,0,FF,F1,
13015,A8,FALSE,Rx,0,8,7,A2,FC,A1,FC,0F,0F,2
13016,AA,FALSE,Rx,0,8,E8,92,FB,1D,5C,16,4,1C
13018,B4,FALSE,Rx,0,8,73,1,0,87,7C,C7,F1,0
13020,B5,FALSE,Rx,0,8,E8,1,80,0,8,30,5,74
13022,150,FALSE,Rx,0,8,5A,1,C8,0,14,47,1,E2
13024,130,FALSE,Rx,0,5,45,42,21,8F,DD,,,
13026,153,FALSE,Rx,0,7,A5,1,E0,47,7F,E0,C7,
13028,A8,FALSE,Rx,0,8,E7,93,FC,91,FC,0F,0F,2
13030,B6,FALSE,Rx,0,5,0E,0E,80,0,C8,,,
13032,1A0,FALSE,Rx,0,8,6D,91,EC,FF,FF,0B,E0,79
13034,1B4,FALSE,Rx,0,8,9B,D1,E0,F3,0,30,FC,25
13036,BA,FALSE,Rx,0,8,48,24,30,C0,26,9A,8C,CF
13038,1A2,FALSE,Rx,0,8,D0,2C,0,CF,A8,0C,C0,E5
13040,C4,FALSE,Rx,0,7,2F,0,FC,0,0,FF,F1,
13042,150,FALSE,Rx,0,8,59,2,C7,0,14,46,1,E2
13044,B5,FALSE,Rx,0,8,EA,3,80,0,8,30,5,74
13047,153,FALSE,Rx,0,7,B4,2,DF,57,7F,DF,C7,
13049,AA,FALSE,Rx,0,8,E7,95,FB,1F,56,16,4,1C
13052,C4,FALSE,Rx,0,7,2F,0,FC,0,0,FF,F1,
13054,B5,FALSE,Rx,0,8,EB,4,80,0,8,30,5,74
13056,BA,FALSE,Rx,0,8,48,24,30,B8,26,93,8D,CF
13058,1A2,FALSE,Rx,0,8,C7,2C,0,DF,A7,0C,C0,EB
13060,C4,FALSE,Rx,0,7,2F,0,FC,0,0,FF,F1,
13062,1.00E+01,FALSE,Rx,0,6,D3,F0,0,FF,FF,FF,,
13064,153,FALSE,Rx,0,7,C5,3,DF,67,7F,DF,C7,
13066,BF,FALSE,Rx,0,5,96,83,4,7D,D1,,,
13068,A8,FALSE,Rx,0,8,2B,B7,FC,B0,FC,0F,0F,2
13070,4A1,FALSE,Rx,0,8,29,42,FC,1,FF,FF,FF,FF
13072,19E,FALSE,Rx,0,8,0,E0,DF,FC,FF,0,0,5D
13074,BA,FALSE,Rx,0,8,48,24,30,AC,26,88,8E,CF
13076,1A2,FALSE,Rx,0,8,B8,2C,0,EF,A5,0C,C0,EA
13078,A8,FALSE,Rx,0,8,8C,E8,FC,E0,FC,0F,0F,2
13081,C4,FALSE,Rx,0,7,2F,0,FC,0,0,FF,F1,
13083,150,FALSE,Rx,0,8,59,4,C6,0,14,45,1,E2
13085,193,FALSE,Rx,0,8,89,28,FC,1,F8,5C,0,0
13087,153,FALSE,Rx,0,7,E6,4,DF,87,7F,DF,C7,
13089,AC,FALSE,Rx,0,8,FF,F4,FF,FF,63,7C,FE,7F
13091,CE,FALSE,Rx,0,8,49,2,44,2,44,2,48,2
13094,B5,FALSE,Rx,0,8,EE,7,80,0,8,30,5,74
13096,A8,FALSE,Rx,0,8,AF,FA,FC,F1,FC,0F,0F,2
13098,AA,FALSE,Rx,0,8,EA,AA,FB,1F,44,16,4,1C
13101,C4,FALSE,Rx,0,7,2D,0,FC,0,0,FF,F1,
13103,150,FALSE,Rx,0,8,5C,5,C7,0,14,46,1,E2
13105,B5,FALSE,Rx,0,8,EF,8,80,0,8,30,5,74
13107,BF,FALSE,Rx,0,5,A5,85,11,7D,D1,,,
13109,A9,FALSE,Rx,0,8,72,5,B3,3F,15,CE,EF,FC
13111,C4,FALSE,Rx,0,7,2B,0,FC,0,0,FF,F1,
13113,BA,FALSE,Rx,0,8,48,24,30,A0,26,6F,81,CF
13115,A8,FALSE,Rx,0,8,91,EC,FC,E1,FC,0F,0F,2
13117,AA,FALSE,Rx,0,8,F6,AC,FB,1F,4E,16,4,1C
13119,B4,FALSE,Rx,0,8,A9,6,0,90,7C,EF,F1,0
13121,150,FALSE,Rx,0,8,5B,6,C6,0,14,45,1,E2
13124,130,FALSE,Rx,0,5,45,42,21,8F,EE,,,
13125,153,FALSE,Rx,0,7,D6,6,DE,77,7F,DE,C7,
13127,A8,FALSE,Rx,0,8,92,ED,FC,E1,FC,0F,0F,2
13129,B6,FALSE,Rx,0,5,4,4,80,0,C8,,,
13131,19E,FALSE,Rx,0,8,0,E0,EF,FC,FF,0,0,6D
13133,1B4,FALSE,Rx,0,8,95,D1,E0,F4,0,30,FC,20
13136,A8,FALSE,Rx,0,8,93,EE,FC,E1,FC,0F,0F,2
13139,AA,FALSE,Rx,0,8,FE,AE,FB,21,52,16,4,1C
13141,C4,FALSE,Rx,0,7,28,0,FC,0,0,FF,F1,
13143,150,FALSE,Rx,0,8,5C,7,C6,0,14,45,1,E2
13145,B5,FALSE,Rx,0,8,F2,0B,80,0,8,30,5,74
13147,153,FALSE,Rx,0,7,D5,7,DD,77,7F,DD,C7,
13149,A9,FALSE,Rx,0,8,95,7,B3,4F,15,CF,FF,FC
13151,B6,FALSE,Rx,0,5,5,5,80,0,C8,,,
13153,1A6,FALSE,Rx,0,8,BB,3A,0F,3B,F0,3A,0,FD
13155,B5,FALSE,Rx,0,8,F3,0C,80,0,8,30,5,74
13157,A8,FALSE,Rx,0,8,86,E1,FC,E1,FC,0F,0F,2
13159,C4,FALSE,Rx,0,7,26,0,FC,B5,FF,FF,F1,
13161,150,FALSE,Rx,0,8,5D,8,C6,0,14,45,1,E2
13163,153,FALSE,Rx,0,7,D6,8,DD,77,7F,DD,C7,
13165,BF,FALSE,Rx,0,5,AE,88,17,7D,D1,,,
13167,A8,FALSE,Rx,0,8,87,E2,FC,E1,FC,0F,0F,2
13169,1A2,FALSE,Rx,0,8,84,2C,0,4F,A2,0C,C0,13
13171,E1,FALSE,Rx,0,6,53,F6,FF,FD,7C,0,,
13173,1D2,FALSE,Rx,0,6,78,0F,FF,4C,F0,FF,,
13175,A8,FALSE,Rx,0,8,88,E3,FC,E1,FC,0F,0F,2
13177,AA,FALSE,Rx,0,8,D2,93,FB,22,40,16,4,1C
13180,C4,FALSE,Rx,0,7,26,0,FC,0,0,FF,F1,
13182,B5,FALSE,Rx,0,8,F5,0E,80,0,8,30,5,74
13185,153,FALSE,Rx,0,7,F7,9,DD,97,7F,DD,C7,
13186,BF,FALSE,Rx,0,5,B2,89,1A,7D,D1,,,
13188,BA,FALSE,Rx,0,8,48,24,30,83,26,56,85,CF
13190,15C,FALSE,Rx,0,8,FA,FB,FF,FF,FF,FF,A8,F8
13192,19E,FALSE,Rx,0,8,0,E0,EF,FC,FF,0,0,6D
13195,B5,FALSE,Rx,0,8,E7,0,80,0,8,30,5,74
13197,A8,FALSE,Rx,0,8,8A,E5,FC,E1,FC,0F,0F,2
13199,AA,FALSE,Rx,0,8,D0,A5,FB,22,2C,16,4,1C
13201,C4,FALSE,Rx,0,7,26,0,FC,0,0,FF,F1,
13203,D5,FALSE,Rx,0,6,35,0A,64,FF,FF,F0,,
13205,153,FALSE,Rx,0,7,F6,0A,DC,97,7F,DC,C7,
13207,BF,FALSE,Rx,0,5,BA,8A,21,7D,D1,,,
13209,A8,FALSE,Rx,0,8,AB,F6,FC,F1,FC,0F,0F,2
13211,CE,FALSE,Rx,0,8,46,2,41,2,3F,2,45,2
13214,A8,FALSE,Rx,0,8,AC,F7,FC,F1,FC,0F,0F,2
13215,AA,FALSE,Rx,0,8,D6,B7,FB,22,20,16,4,1C
13217,B4,FALSE,Rx,0,8,E4,0B,0,94,7C,21,F2,0
13219,C4,FALSE,Rx,0,7,24,0,FC,DC,FF,FF,F1,
13222,150,FALSE,Rx,0,8,5F,0B,C6,0,14,44,1,E2
13225,130,FALSE,Rx,0,5,45,42,21,8F,F0,,,
13226,1A2,FALSE,Rx,0,8,51,2C,0,7F,9A,0C,C0,8
13228,A8,FALSE,Rx,0,8,CD,8,FD,1,FD,0F,0F,2
13230,B6,FALSE,Rx,0,5,9,9,80,0,C8,,,
13232,2B2,FALSE,Rx,0,8,0,0,0,0,40,0,0,4
13234,1B4,FALSE,Rx,0,8,94,D1,E0,F5,0,30,FC,20
13236,A8,FALSE,Rx,0,8,CE,9,FD,1,FD,0F,0F,2
13239,AA,FALSE,Rx,0,8,D6,B9,FB,24,1C,16,4,1C
13241,C4,FALSE,Rx,0,7,1F,0,FC,1C,FF,FF,F1,
13243,150,FALSE,Rx,0,8,5E,0C,C5,0,14,43,1,E2
13245,1A2,FALSE,Rx,0,8,41,2C,0,8F,9A,0C,C0,8
13247,153,FALSE,Rx,0,7,29,0C,DC,C7,7F,DC,C7,
13249,AC,FALSE,Rx,0,8,3,FC,FF,FF,66,7C,F7,7F
13251,CE,FALSE,Rx,0,8,42,2,40,2,3F,2,40,2
13253,480,FALSE,Rx,0,8,12,42,FE,1,FF,FF,FF,FF
13256,B5,FALSE,Rx,0,8,EC,5,80,0,8,30,5,74
13258,A8,FALSE,Rx,0,8,B0,FB,FC,F1,FC,0F,0F,2
13260,C4,FALSE,Rx,0,7,1D,0,FC,8F,FF,FF,F1,
13262,150,FALSE,Rx,0,8,5F,0D,C5,0,14,43,1,E2
13265,153,FALSE,Rx,0,7,28,0D,DB,C7,7F,DB,C7,
13267,BF,FALSE,Rx,0,5,CC,8D,30,7D,D1,,,
13269,A8,FALSE,Rx,0,8,B1,FC,FC,F1,FC,0F,0F,2
13271,159,FALSE,Rx,0,8,70,FC,FF,FF,FF,FF,38,E0
13275,A8,FALSE,Rx,0,8,D2,0D,FD,1,FD,0F,0F,2
13275,AA,FALSE,Rx,0,8,C1,BD,FB,25,2,16,4,1C
13277,B4,FALSE,Rx,0,8,18,0E,0,95,7C,50,F2,0
13279,C4,FALSE,Rx,0,7,19,0,FC,1C,FF,FF,F1,
13281,B5,FALSE,Rx,0,8,EE,7,80,0,8,30,5,74
13284,193,FALSE,Rx,0,8,9A,28,FC,1,F8,5C,0,0
13286,153,FALSE,Rx,0,7,19,0E,DB,B7,7F,DB,C7,
13288,A8,FALSE,Rx,0,8,B3,FE,FC,F1,FC,0F,0F,2
13290,B6,FALSE,Rx,0,5,0C,0C,80,0,C8,,,
13292,1A0,FALSE,Rx,0,8,68,91,F4,4F,0,0B,C0,AB
13294,B5,FALSE,Rx,0,8,EF,8,80,0,8,30,5,74
13296,A8,FALSE,Rx,0,8,A5,F0,FC,F1,FC,0F,0F,2
13298,AA,FALSE,Rx,0,8,B6,C0,FB,25,F4,15,4,1C
13300,BA,FALSE,Rx,0,8,88,24,30,31,26,4A,8B,CF
13302,150,FALSE,Rx,0,8,52,0,C5,0,14,43,1,E2
13305,153,FALSE,Rx,0,7,9,0,DA,B7,7F,DA,C7,
13308,B5,FALSE,Rx,0,8,F0,9,80,0,8,30,5,74
13310,AC,FALSE,Rx,0,8,F4,F0,FF,FF,68,7C,F2,7F
13312,CE,FALSE,Rx,0,8,42,2,3D,2,40,2,3F,2
13315,A8,FALSE,Rx,0,8,C7,2,FD,1,FD,0F,0F,2
13316,AA,FALSE,Rx,0,8,BA,C2,FB,25,F6,15,4,1C
13318,B4,FALSE,Rx,0,8,0B,1,0,95,7C,50,F2,0
13321,1A2,FALSE,Rx,0,8,15,2C,0,CF,96,0C,C0,18
13323,150,FALSE,Rx,0,8,52,1,C5,0,14,42,1,E2
13325,130,FALSE,Rx,0,5,45,42,21,8F,1,,,
13326,153,FALSE,Rx,0,7,2A,1,DA,D7,7F,DA,C7,
13328,A9,FALSE,Rx,0,8,3F,1,B3,FF,14,CF,FF,FC
13331,B6,FALSE,Rx,0,5,0E,0E,80,0,C8,,,
13332,1B4,FALSE,Rx,0,8,92,D1,E0,F6,0,30,FC,1F
13334,A8,FALSE,Rx,0,8,A9,F4,FC,F1,FC,0F,0F,2
13337,AA,FALSE,Rx,0,8,E9,D4,FB,28,10,16,4,1C
13339,B4,FALSE,Rx,0,8,36,2,0,94,7C,7B,F2,0
13341,C4,FALSE,Rx,0,7,12,0,FC,0,0,FF,F1,
13343,D5,FALSE,Rx,0,6,2D,2,64,FF,FF,F0,,
13345,153,FALSE,Rx,0,7,2B,2,DA,D7,7F,DA,C7,
13347,A8,FALSE,Rx,0,8,AA,F5,FC,F1,FC,0F,0F,2
13350,492,FALSE,Rx,0,8,18,42,FF,FF,FF,FF,FF,FF
13352,CE,FALSE,Rx,0,8,41,2,3B,2,3F,2,3E,2
13354,B5,FALSE,Rx,0,8,F4,0D,80,0,8,30,5,74
13356,BA,FALSE,Rx,0,8,88,24,30,27,26,43,8E,CF
13359,A8,FALSE,Rx,0,8,AB,F6,FC,F1,FC,0F,0F,2
13361,C4,FALSE,Rx,0,7,0F,0,FC,0,0,FF,F1,
13363,150,FALSE,Rx,0,8,53,3,C5,0,14,41,1,E2
13365,153,FALSE,Rx,0,7,4A,3,D9,F7,7F,D9,C7,
13367,BF,FALSE,Rx,0,5,D3,83,41,7D,D1,,,
13368,AA,FALSE,Rx,0,8,D4,C7,FB,28,8,16,4,1C
13371,159,FALSE,Rx,0,8,71,FD,FF,FF,FF,FF,38,E0
13373,BA,FALSE,Rx,0,8,88,24,30,21,26,2F,80,CF
13375,1A2,FALSE,Rx,0,8,7,2C,0,0F,94,0C,C0,47
13377,A8,FALSE,Rx,0,8,AD,F8,FC,F1,FC,0F,0F,2
13379,C4,FALSE,Rx,0,7,0F,0,FC,0,0,FF,F1,
13381,B5,FALSE,Rx,0,8,E7,0,80,0,8,30,5,74
13383,153,FALSE,Rx,0,7,4B,4,D9,F7,7F,D9,C7,
13385,BF,FALSE,Rx,0,5,DE,84,4B,7D,D1,,,
13387,A8,FALSE,Rx,0,8,AE,F9,FC,F1,FC,0F,0F,2
13389,B6,FALSE,Rx,0,5,2,2,80,0,C8,,,
13392,19E,FALSE,Rx,0,8,0,E0,0F,FC,FF,0,0,8C
13394,B5,FALSE,Rx,0,8,E8,1,80,0,8,30,5,74
13396,A8,FALSE,Rx,0,8,AF,FA,FC,F1,FC,0F,0F,2
13398,AA,FALSE,Rx,0,8,DA,CA,FB,29,0A,16,4,1C
13401,C4,FALSE,Rx,0,7,0F,0,FC,0,0,FF,F1,
13402,150,FALSE,Rx,0,8,56,5,C5,0,14,42,1,E2
13405,B5,FALSE,Rx,0,8,E9,2,80,0,8,30,5,74
13407,BF,FALSE,Rx,0,5,E1,85,4D,7D,D1,,,
13408,A9,FALSE,Rx,0,8,53,5,B3,0F,15,CF,FF,FC
13411,B6,FALSE,Rx,0,5,3,3,80,0,C8,,,
13412,BA,FALSE,Rx,0,8,88,24,30,0D,26,1D,82,CF
13415,A8,FALSE,Rx,0,8,B1,FC,FC,F1,FC,0F,0F,2
13417,AA,FALSE,Rx,0,8,D0,CC,FB,29,FE,15,4,1C
13419,B4,FALSE,Rx,0,8,45,6,0,94,7C,86,F2,0
13421,C4,FALSE,Rx,0,7,0F,0,FC,0,0,FF,F1,
13423,150,FALSE,Rx,0,8,56,6,C5,0,14,41,1,E2
13425,130,FALSE,Rx,0,5,45,42,21,8F,12,,,
13427,A8,FALSE,Rx,0,8,B2,FD,FC,F1,FC,0F,0F,2
13429,B6,FALSE,Rx,0,5,4,4,80,0,C8,,,
13431,CE,FALSE,Rx,0,8,3F,2,3A,2,3D,2,3D,2
13433,2D2,FALSE,Rx,0,3,16,FF,FF,,,,,
13435,A8,FALSE,Rx,0,8,B3,FE,FC,F1,FC,0F,0F,2
13437,AA,FALSE,Rx,0,8,BA,CE,FB,2D,E2,15,4,1C
13439,B4,FALSE,Rx,0,8,81,7,0,93,7C,C2,F2,0
13442,C4,FALSE,Rx,0,7,0F,0,FC,0,0,FF,F1,
13443,D5,FALSE,Rx,0,6,32,7,64,FF,FF,F0,,
13445,153,FALSE,Rx,0,7,4C,7,D8,F7,7F,D8,C7,
13447,A8,FALSE,Rx,0,8,A5,F0,FC,F1,FC,0F,0F,2
13450,AC,FALSE,Rx,0,8,F9,F7,FF,FF,69,7C,EF,7F
13452,C4,FALSE,Rx,0,7,0F,0,FC,0,0,FF,F1,
13454,B5,FALSE,Rx,0,8,ED,6,80,0,8,30,5,74
13456,A8,FALSE,Rx,0,8,66,D1,FC,D1,FC,0F,0F,2
13458,AA,FALSE,Rx,0,8,B1,D1,FB,2D,D6,15,4,1C
13460,C4,FALSE,Rx,0,7,0F,0,FC,0,0,FF,F1,
13462,1.00E+01,FALSE,Rx,0,6,D5,F2,0,FF,FF,FF,,
13464,153,FALSE,Rx,0,7,4D,8,D8,F7,7F,D8,C7,
13466,BF,FALSE,Rx,0,5,EC,88,55,7D,D1,,,
13468,A8,FALSE,Rx,0,8,A7,F2,FC,F1,FC,0F,0F,2
13470,15C,FALSE,Rx,0,8,FD,FE,FF,FF,FF,FF,A8,F8
